path,md5,sha1,sha256,crc32c
Red_Hat_Enterprise_Linux_x86_64_qcow2/rhel-10.0-x86_64-kvm.qcow2,ea5918fa116ec53f9ef1ce4be69ae2be,565427698150db0ad2bd673927351e690dba90a5,73473542ff4622524ae200ffabd4064bb2a7ff39ac40a012443a43d429d60019,9ddfcf59
Red_Hat_Enterprise_Linux_x86_64_qcow2/rhel-8.10-x86_64-kvm.qcow2,5fda99fcab47e3b235c6ccdb6e80d362,0df7a1c5549d532aac56375a91ba17da978bc4c7,820853871801754056642ead33834fbe5640421b57e07f2c084684f4d1a7d2fe,4f232fb9
Red_Hat_Enterprise_Linux_x86_64_qcow2/rhel-9.6-x86_64-kvm.qcow2,056648d716275053ebe77b1d4f68c862,b79eedcce48d30e93b3098ba6d9fff824bd72002,49443696e7f2410e5647aa16f15eb7b7b08610fea92cdf3eba44ab9ec9ff899f,6fc8200b
